年度,電燈售電量(度),電力售電量(度),售電量合計(度),電燈用戶數(戶),電力用戶數(戶),用戶數合計(戶),電燈(非營業用)用戶數(戶),電燈(營業用)用戶數(戶),電燈平均電價(元),電力平均電價(元),"平均電價合計(元)											"
1951,250405594 ,704910723 ,955316317 ,485410 ,15051 ,500461 ,415542 ,69868 ,0.3594,0.0871,0.1584
1952,259468670 ,816554150 ,1076022820 ,512442 ,16304 ,528746 ,433132 ,79310 ,0.3687,0.0873,0.1551
1953,300848597 ,923978277 ,1224826874 ,530157 ,17649 ,547806 ,446729 ,83428 ,0.4304,0.1128,0.1908
1954,324241555 ,1078306769 ,1402548324 ,580170 ,21644 ,601814 ,488579 ,91591 ,0.4382,0.1156,0.1902
1955,340488568 ,1156177647 ,1496666215 ,625839 ,24722 ,650561 ,528011 ,97828 ,0.5853,0.1556,0.2533
1956,381149887 ,1388758341 ,1769908228 ,693371 ,26623 ,719994 ,587949 ,105422 ,0.6097,0.188,0.2788
1957,434160703 ,1650263963 ,2084424666 ,766597 ,28364 ,794961 ,652444 ,114153 ,0.6088,0.2188,0.3
1958,479177296 ,1937192431 ,2416369727 ,864067 ,30146 ,894213 ,741711 ,122356 ,0.6621,0.2397,0.3234
1959,532926106 ,2236918065 ,2769844171 ,958431 ,32487 ,990918 ,830394 ,128037 ,0.6707,0.2313,0.3158
1960,590413488 ,2545313773 ,3135727261 ,1067233 ,34764 ,1101997 ,932532 ,134701 ,0.7638,0.3285,0.4104
1961,661883726 ,2866245693 ,3528129419 ,1180902 ,37101 ,1218003 ,1035447 ,145455 ,0.8067,0.3456,0.4321
1962,737262597 ,3328222586 ,4065485183 ,1289292 ,41387 ,1330679 ,1133177 ,156115 ,0.8568,0.3661,0.4551
1963,804529768 ,3562148967 ,4366678735 ,1368713 ,45945 ,1414658 ,1201991 ,166722 ,0.8856,0.3892,0.4807
1964,949493172 ,4235834024 ,5185327196 ,1467047 ,51675 ,1518722 ,1289677 ,177370 ,0.931,0.3973,0.495
1965,1115478735 ,4556733639 ,5672212374 ,1579994 ,59047 ,1639041 ,1387447 ,192547 ,0.9108,0.4052,0.5046
1966,1291246693 ,5189533659 ,6480780352 ,1677530 ,66410 ,1743940 ,1471920 ,205610 ,0.8838,0.3991,0.4957
1967,1562533393 ,5907220575 ,7469753968 ,1786027 ,72522 ,1858549 ,1569109 ,216918 ,0.8629,0.3972,0.4946
1968,1881339727 ,6880814472 ,8762154199 ,1908178 ,79233 ,1987411 ,1675550 ,232628 ,0.8636,0.4006,0.5
1969,2266931086 ,7783822580 ,10050753666 ,2048994 ,86443 ,2135437 ,1804647 ,244347 ,0.9171,0.426,0.5368
1970,2721757491 ,9241890066 ,11963647557 ,2174439 ,90983 ,2265422 ,1916035 ,258404 ,0.9841,0.4412,0.5647
1971,3148102120 ,10687900138 ,13836002258 ,2314103 ,95830 ,2409933 ,2039867 ,274236 ,0.9945,0.4415,0.5673
1972,3565670725 ,12515138166 ,16080808891 ,2457102 ,103300 ,2560402 ,2163641 ,293461 ,0.9999,0.4394,0.5637
1973,4084310099 ,13854164084 ,17938474183 ,2614139 ,114988 ,2729127 ,2295874 ,318265 ,1.0147,0.4464,0.5758
